ID,Name,Host ID,Host Name,Host Since,Host Location,Host Response Time,Host Response Rate,Host Acceptance Rate,Host Is Superhost,Host Listings Count,Host Has Profile Pic,Host Identity Verified,City,Property Type,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Bed Type,Price,Security Deposit,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Number Of Reviews,First Review,Last Review,Instant Bookable,Cancellation Policy,Reviews Per Month,City Bins,superhost_Yes,verified_Yes,property_Apartment,property_Bed & Breakfast,property_Boat,property_Condominium,property_House,property_Loft,property_Townhouse,property_Villa,room_Entire home/apt,room_Private room,room_Shared room,bed_Airbed,bed_Couch,bed_Futon,bed_Pull-out Sofa,bed_Real Bed,instabook_Yes,cancel_flexible,cancel_moderate,cancel_strict,cancel_super_strict_30,citybins_Boston,citybins_Brookline,citybins_Cambridge,citybins_Charlestown,citybins_Jamaica Plain,citybins_Other,Review Scores Rating,Review Scores Accuracy,Review Scores Cleanliness,Review Scores Checkin,Review Scores Communication,Review Scores Location,Review Scores Value,Guests Not Included,Guests per Bed,Accommodates per Bathroom
12545716,Luxury Apartment with Master King,64969164,Patrick,3/29/2019,"Boston, Massachusetts, United States",within an hour,1.0,0.97,No,4,Yes,Yes,Boston,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,229.0,150.0,75.0,1,0,3,3,5/22/2019,6/19/2019,No,strict,0.83,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,9.2125,8.875,10.0,10.0,9.999999999999998,8.875,8.875,1,1.0,2.0
7273770,Boston 2 bedroom top floor condo w/balco,4191762,Jeff,11/19/2015,"Boston, Massachusetts, United States",within a few hours,1.0,1.0,No,1,Yes,Yes,Boston,Condominium,Entire home/apt,4,1.0,2.0,2.0,Real Bed,145.0,400.0,80.0,1,0,2,4,5/23/2019,8/7/2019,No,strict,1.11,Boston,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8.875,10.0,8.875,10.0,9.999999999999998,10.0,8.875,3,0.5,4.0
6954861,Cozy and Easy Access to Everything,36453929,James & Afeng,6/21/2018,"Brookline, Massachusetts, United States",within an hour,1.0,1.0,No,2,Yes,Yes,Brookline,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,110.0,100.0,15.0,2,60,1,87,9/4/2018,9/4/2019,No,strict,7.07,Brookline,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,9.775,10.0,10.0,10.0,9.999999999999998,10.0,10.0,0,2.0,2.0
4560053,*$195 SPECIAL* Historic Beauty!!,8229,Terry,2/19/2012,"Boston, Massachusetts, United States",within a day,1.0,0.9,No,7,Yes,Yes,Boston,Apartment,Entire home/apt,6,1.5,3.0,3.0,Real Bed,250.0,0.0,95.0,2,10,3,23,12/28/2017,8/9/2019,No,strict,1.11,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8.875,10.0,8.875,10.0,8.5,7.75,8.875,4,0.6666666666666666,4.0
9364092,"Spacious, great location,",24904722,Sergio,12/15/2017,"Boston, Massachusetts, United States",within a day,1.0,0.28,No,1,Yes,No,Boston,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,158.0,0.0,0.0,1,0,3,5,12/30/2018,8/8/2019,No,flexible,0.6,Boston,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,10.0,10.0,10.0,10.0,9.999999999999998,10.0,10.0,1,1.0,2.0
13443949,???????????ÃÂJFK/UMASS ??????????????????,63906798,Sulian,3/21/2019,US,within an hour,1.0,0.98,No,2,Yes,No,Boston,House,Private room,3,1.0,1.0,1.0,Real Bed,65.0,0.0,0.0,1,0,1,14,6/18/2019,8/23/2019,Yes,flexible,5.12,Boston,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,7.75,8.875,8.875,8.875,9.999999999999998,7.75,7.75,2,1.0,3.0
713627,"Retro Cool Artist's House, Parking",3581975,Rachel,9/16/2015,"Boston, Massachusetts, United States",within a few hours,1.0,1.0,No,1,Yes,Yes,Boston,House,Entire home/apt,2,1.5,1.0,1.0,Real Bed,135.0,0.0,50.0,1,0,5,1,10/8/2017,10/8/2017,No,strict,0.04,Boston,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,7.75,7.75,7.75,10.0,7.0,7.75,7.75,1,1.0,1.3333333333333333
14603013,Back Bay Pied a Terre. Fabulous location,16708213,Leigh Ann,6/11/2017,"York, Maine, United States",within a few hours,1.0,0.88,No,2,Yes,Yes,Boston,Condominium,Entire home/apt,2,1.0,0.0,1.0,Real Bed,170.0,350.0,55.0,2,25,2,1,9/5/2019,9/5/2019,No,moderate,1.0,Boston,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,10.0,10.0,10.0,10.0,9.999999999999998,10.0,10.0,0,2.0,2.0
14308511,Clean apartment in trendy JP Boston,847177,Brendan,7/19/2014,"Boston, Massachusetts, United States",within an hour,1.0,1.0,No,1,Yes,Yes,Boston,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,72.0,95.0,15.0,1,15,1,5,8/21/2019,8/31/2019,No,moderate,5.0,Boston,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,9.1,10.0,10.0,8.875,9.999999999999998,10.0,8.875,2,0.5,3.0
4132983,Lux 2BR in Post-War building,9419684,Mike,10/13/2016,"New York, New York, United States",within a few hours,0.96,0.68,No,313,Yes,Yes,Boston,Apartment,Entire home/apt,5,1.5,2.0,3.0,Real Bed,363.0,0.0,100.0,1,0,3,17,10/4/2017,8/7/2019,No,moderate,0.72,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,8.7625,7.75,8.875,8.875,8.5,10.0,8.875,4,0.3333333333333333,3.333333333333333
8792552,DOWNTOWN MODERN 2 BED,46076242,Boston Elkin,10/7/2018,United States,within an hour,1.0,1.0,No,1,Yes,Yes,Boston,Apartment,Entire home/apt,7,1.0,2.0,4.0,Real Bed,265.0,0.0,60.0,1,0,1,38,11/15/2018,8/20/2019,Yes,strict,3.84,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,7.4125,7.75,7.75,7.75,5.499999999999999,8.875,7.75,6,0.25,7.0
13753007,room in 4bed 2bath near T/NEU/Longwood/B,41932249,Ann,8/18/2018,US,within an hour,1.0,1.0,No,3,Yes,No,Boston,Apartment,Private room,1,2.0,1.0,1.0,Futon,55.0,0.0,0.0,1,0,2,3,7/10/2019,8/7/2019,No,flexible,1.5,Boston,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,6.9625,6.625,3.25,8.875,9.999999999999998,7.75,7.75,0,1.0,0.5
10271867,Cozy room in Jamaica Plain,52274002,Julia,12/25/2018,"Boston, Massachusetts, United States",within an hour,1.0,0.67,No,1,Yes,Yes,Boston,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,46.0,0.0,10.0,1,0,1,2,4/10/2019,8/2/2019,No,flexible,0.4,Boston,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,8.875,10.0,7.75,10.0,9.999999999999998,8.875,8.875,1,1.0,2.0
4698487,ONE NIGHT STAY BEAUTIFUL VICTORIAN,13776857,Katy,3/31/2017,"Boston, Massachusetts, United States",within an hour,1.0,1.0,No,2,Yes,Yes,Boston,House,Entire home/apt,8,1.5,4.0,4.0,Real Bed,269.0,500.0,0.0,4,15,1,4,1/16/2018,7/25/2019,No,strict,0.2,Boston,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,10.0,10.0,10.0,10.0,9.999999999999998,10.0,10.0,4,1.0,5.333333333333333
10333345,Beautiful room in hipster town,15575274,Sa,5/14/2017,"Boston, Massachusetts, United States",within an hour,1.0,1.0,No,2,Yes,Yes,Boston,Apartment,Private room,1,0.5,1.0,1.0,Real Bed,81.0,100.0,70.0,1,30,1,17,3/1/2019,9/5/2019,Yes,strict,2.67,Boston,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,9.55,10.0,10.0,10.0,9.999999999999998,10.0,10.0,0,1.0,2.0
9415687,Beautiful Modern Boston Home,4071493,Cynthia,11/6/2015,"Boston, Massachusetts, United States",within an hour,1.0,1.0,No,2,Yes,Yes,Boston,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,200.0,0.0,100.0,1,0,2,11,1/16/2019,6/27/2019,No,strict,1.4,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,10.0,10.0,10.0,10.0,9.999999999999998,10.0,10.0,1,1.0,2.0
7836038,Comfortable room in large apartment,18046526,Deana And Michael,7/12/2017,"Boston, Massachusetts, United States",within a few hours,1.0,1.0,No,1,Yes,Yes,Boston,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,100.0,0.0,20.0,1,0,1,26,9/10/2018,8/6/2019,No,flexible,2.15,Boston,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,9.325,8.875,10.0,10.0,9.999999999999998,8.875,8.875,1,1.0,2.0
12752020,Quasi 1 Bedroom in Luxury Building,41100756,Katharine,8/9/2018,"Boston, Massachusetts, United States",within a few hours,1.0,1.0,No,1,Yes,Yes,Boston,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,240.0,0.0,60.0,1,0,2,1,6/19/2019,6/19/2019,No,flexible,0.37,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,10.0,10.0,10.0,10.0,9.999999999999998,10.0,10.0,2,1.0,3.0
8354938,2 bedroom Jamaica Plain Egleston Square ,206353,Perry,8/18/2013,"Boston, Massachusetts, United States",within an hour,1.0,0.96,No,8,Yes,Yes,Boston,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,192.0,650.0,64.0,4,10,3,20,10/12/2018,8/17/2019,Yes,moderate,1.81,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,9.2125,10.0,10.0,10.0,9.999999999999998,7.75,8.875,1,1.3333333333333333,5.0
5455293,Amazing Boston Back Bay! GS2,4962900,Stay Alfred,2/4/2016,"Spokane, Washington, United States",within an hour,1.0,0.36,No,307,Yes,Yes,Boston,Apartment,Entire home/apt,5,2.0,2.0,3.0,Real Bed,298.0,0.0,136.0,1,0,2,16,4/7/2018,8/18/2019,No,strict,0.92,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,9.325,8.875,10.0,10.0,9.999999999999998,10.0,8.875,4,0.3333333333333333,2.5
5025015,Beautiful Apartment in Boston!,25932315,Heriberto,1/10/2018,"Boston, Massachusetts, United States",within an hour,1.0,1.0,No,1,Yes,No,Boston,Apartment,Entire home/apt,5,1.0,3.0,4.0,Real Bed,175.0,500.0,40.0,1,0,2,99,3/6/2018,9/3/2019,Yes,moderate,5.39,Boston,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,8.3125,8.875,7.75,8.875,9.999999999999998,7.75,8.875,4,0.25,5.0
14274311,Cozy luxury Apt near prudential Center,52580942,Ben,12/27/2018,"Weston, Massachusetts, United States",within an hour,1.0,1.0,No,2,Yes,Yes,Boston,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,150.0,100.0,50.0,1,0,2,5,8/7/2019,8/24/2019,Yes,strict,4.69,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,10.0,10.0,10.0,10.0,9.999999999999998,10.0,10.0,1,1.0,2.0
11343485,Beacon Hill Gem! Spacious One Bedroom,4020046,Krysti,10/31/2015,"Boston, Massachusetts, United States",within an hour,0.95,1.0,No,2,Yes,Yes,Boston,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,159.0,200.0,19.0,2,0,1,14,7/26/2019,8/30/2019,No,flexible,9.55,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,8.425,8.875,8.875,10.0,9.999999999999998,10.0,8.875,1,1.0,3.0
7749568,Cozy Back Bay Penthouse!,40738497,Loren,8/5/2018,"Boston, Massachusetts, United States",within a few hours,1.0,0.57,Yes,1,Yes,Yes,Boston,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,150.0,0.0,55.0,1,0,1,15,2/14/2019,8/28/2019,No,flexible,2.18,Boston,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,9.55,10.0,10.0,10.0,9.999999999999998,10.0,10.0,3,1.0,4.0
8670336,"Back Bay, Fenway, Newbury, MIT, BU",21184200,Paige,9/9/2017,"Boston, Massachusetts, United States",within an hour,0.99,0.81,No,30,Yes,Yes,Boston,Apartment,Entire home/apt,7,1.0,2.0,3.0,Real Bed,115.0,0.0,45.0,3,50,1,38,10/12/2018,8/22/2019,No,strict,3.44,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8.65,8.875,8.875,8.875,8.5,10.0,8.875,4,1.0,7.0
11861063,Studio apt. w/ kitchenette and bath,63222351,Dick,3/16/2019,"Boston, Massachusetts, United States",within a few hours,1.0,0.91,No,1,Yes,Yes,Boston,House,Private room,3,1.0,1.0,2.0,Real Bed,70.0,0.0,10.0,2,10,1,7,5/31/2019,8/31/2019,No,flexible,2.1,Boston,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,8.425,10.0,7.75,8.875,8.5,8.875,8.875,1,1.0,3.0
8052494,One-bedroom Apartment Beacon Hill,42525742,Brandon,8/24/2018,"Boston, Massachusetts, United States",within a few hours,1.0,0.9,No,1,Yes,No,Boston,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,143.0,0.0,0.0,1,0,1,2,8/8/2019,8/28/2019,No,flexible,2.0,Boston,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,10.0,8.875,8.875,10.0,9.999999999999998,10.0,10.0,1,0.5,2.0
11907764,"Private Room, Free Parking!",34532779,Christian,5/28/2018,"Boston, Massachusetts, United States",within a few hours,1.0,0.99,No,2,Yes,Yes,Boston,House,Private room,4,1.0,1.0,2.0,Real Bed,89.0,0.0,9.0,1,19,1,42,4/9/2019,9/2/2019,No,moderate,8.29,Boston,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,7.975000000000001,8.875,8.875,10.0,8.5,7.75,8.875,3,0.5,4.0
7095320,2 Bed/1 Bath South End at Dog Park!,37189820,Tommy,6/29/2018,"Gun Barrel City, Texas, United States",within a few hours,1.0,1.0,No,2,Yes,No,Boston,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,150.0,0.0,50.0,1,0,1,2,7/27/2019,8/15/2019,No,flexible,1.4,Boston,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,6.625,5.5,5.5,10.0,9.999999999999998,10.0,6.625,3,0.5,4.0
7735518,2 Bedrooms Near Harvard Square!,26956083,Todd,1/29/2018,"Boston, Massachusetts, United States",within an hour,0.99,0.93,No,24,Yes,Yes,Boston,Apartment,Private room,4,3.0,1.0,2.0,Real Bed,189.0,0.0,50.0,2,20,2,1,9/8/2018,9/8/2018,No,strict,0.08,Boston,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,10.0,7.75,10.0,7.75,9.999999999999998,7.75,10.0,2,1.0,1.3333333333333333
1220971,Boston Huge 1BR Best location (h2b),5578043,Dror,3/21/2016,"New York, New York, United States",within an hour,1.0,1.0,No,11,Yes,No,Boston,Apartment,Entire home/apt,5,1.0,1.0,4.0,Real Bed,109.0,300.0,85.0,3,25,1,43,1/14/2017,8/28/2019,Yes,strict,1.33,Boston,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,8.7625,8.875,8.875,8.875,8.5,10.0,8.875,2,0.75,5.0
6596242,Downtown Boston with a view!,11792930,Jing,1/29/2017,"Boston, Massachusetts, United States",within a few hours,1.0,0.33,No,1,Yes,Yes,Boston,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,185.0,200.0,50.0,2,25,1,14,6/3/2018,7/17/2019,No,strict,0.91,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,9.4375,10.0,10.0,10.0,9.999999999999998,8.875,8.875,1,1.0,3.0
5834930,Lovely Back Bay/South End Apt!,7726008,Marissa,7/24/2016,US,within an hour,0.9,0.5,No,1,Yes,Yes,Boston,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,125.0,0.0,35.0,1,0,1,4,4/18/2018,8/22/2018,No,flexible,0.24,Boston,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,8.3125,8.875,7.75,8.875,9.999999999999998,10.0,8.875,1,1.0,2.0
750438,"A quiet, green oasis in funky JP!",3945438,Lisa,10/22/2015,"Boston, Massachusetts, United States",within a few hours,1.0,0.96,Yes,2,Yes,Yes,Boston,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,85.0,0.0,25.0,1,0,2,91,6/3/2016,8/21/2019,No,moderate,2.29,Boston,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,9.55,10.0,8.875,10.0,9.999999999999998,10.0,8.875,1,1.0,2.0
1701741,Gorgeous 2 bed/1 bth ideal location,7419610,Ariel,7/10/2016,US,within a few hours,1.0,1.0,No,1,Yes,Yes,Boston,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,295.0,400.0,50.0,4,25,1,8,10/14/2016,12/26/2018,No,moderate,0.23,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,8.65,8.875,7.75,10.0,9.999999999999998,10.0,7.75,0,2.0,4.0
7211531,"Comfortable, Cozy and Value!",15102445,Wendy,5/3/2017,"Taipei, Taiwan",within a few hours,1.0,1.0,No,2,Yes,No,Boston,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,67.0,0.0,0.0,1,15,2,12,11/5/2018,5/31/2019,No,moderate,1.17,Boston,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,8.7625,10.0,8.875,10.0,9.999999999999998,10.0,8.875,1,1.0,2.0
4278067,Studio apart Tremont St South End #2,9653086,Glenn,10/26/2016,"Boston, Massachusetts, United States",within a few hours,1.0,0.75,No,11,Yes,Yes,Boston,Apartment,Entire home/apt,4,1.0,0.0,1.0,Real Bed,175.0,0.0,125.0,1,0,1,35,10/9/2017,9/2/2019,No,strict,1.5,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8.9875,10.0,8.875,10.0,9.999999999999998,8.875,8.875,3,1.0,4.0
11701611,"Classic, Quiet Beacon Hill Apt.",62197455,Chris,3/9/2019,"Redwood City, California, United States",within a few hours,1.0,1.0,No,1,Yes,Yes,Boston,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,210.0,250.0,90.0,1,0,3,8,5/27/2019,8/23/2019,No,moderate,2.31,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,9.4375,10.0,10.0,10.0,9.999999999999998,10.0,8.875,1,1.0,2.0
4494419,"Umass, city,MGH,BCEC,Longwood 16E",16442921,Orchid,6/4/2017,"Boston, Massachusetts, United States",within a few hours,0.79,1.0,No,18,Yes,Yes,Boston,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,59.0,100.0,49.0,1,0,3,2,11/9/2017,9/28/2018,No,strict,0.09,Boston,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,6.625,7.75,5.5,10.0,9.999999999999998,8.875,5.5,0,1.0,1.0
7900936,Morning Glory Bed & Breakfast!,41658743,Chris,8/15/2018,"Boston, Massachusetts, United States",within an hour,1.0,1.0,Yes,1,Yes,Yes,Boston,Bed & Breakfast,Private room,2,1.0,1.0,1.0,Real Bed,80.0,0.0,0.0,1,0,1,29,8/18/2018,8/29/2019,No,flexible,2.25,Boston,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,9.8875,10.0,10.0,10.0,9.999999999999998,10.0,10.0,1,1.0,2.0
182613,Clean 3 Beds apt Charlestown Boston,875739,Max,7/25/2014,United States,within an hour,1.0,1.0,No,1,Yes,Yes,Boston,Apartment,Entire home/apt,8,1.0,2.0,3.0,Real Bed,169.0,0.0,150.0,4,20,6,50,8/5/2014,8/27/2019,Yes,flexible,0.81,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,9.1,10.0,10.0,10.0,9.999999999999998,8.875,8.875,4,1.3333333333333333,8.0
11455804,Furnished Suites with Boston Views,18202088,Beantown Suites,7/15/2017,"Boston, Massachusetts, United States",within a few hours,0.97,0.81,No,21,Yes,Yes,Boston,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,207.0,0.0,50.0,1,5,2,4,3/20/2019,5/13/2019,No,moderate,0.7,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,9.4375,10.0,10.0,8.875,8.5,8.875,10.0,1,1.0,2.0
7462268,"Allston, close to Harvard Business Schoo",19548932,Joe,8/5/2017,"Boston, Massachusetts, United States",within an hour,1.0,1.0,No,8,Yes,Yes,Boston,House,Private room,2,2.0,1.0,1.0,Real Bed,75.0,100.0,35.0,0,0,1,32,7/22/2018,8/31/2019,Yes,flexible,2.32,Boston,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,9.6625,10.0,10.0,10.0,9.999999999999998,8.875,10.0,2,0.0,1.0
332225,Full beautiful house w/ parking & deck!,1693497,Melissa,2/2/2015,"Jaffrey, New Hampshire, United States",within an hour,1.0,0.88,No,2,Yes,Yes,Boston,House,Entire home/apt,4,2.0,4.0,3.0,Real Bed,159.0,500.0,100.0,4,0,2,41,10/13/2015,8/10/2019,No,moderate,0.86,Boston,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,9.325,10.0,8.875,8.875,9.999999999999998,8.875,8.875,0,1.3333333333333333,2.0
9857,Luxury 2BR Suite-Back Bay,25188,Seamless,7/9/2012,US,within a few hours,0.89,0.45,No,558,Yes,Yes,Boston,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,342.0,0.0,0.0,4,0,2,21,9/11/2014,8/8/2019,No,super_strict_30,0.35,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,8.537500000000001,8.875,10.0,10.0,9.999999999999998,10.0,8.875,0,2.0,4.0
8757949,Cozy room near LoganAirport & City!,45928122,Laura,10/5/2018,"Boston, Massachusetts, United States",within a day,1.0,0.67,No,1,Yes,Yes,Boston,Apartment,Private room,2,1.0,1.0,1.0,Futon,65.0,95.0,10.0,1,20,1,22,10/12/2018,9/2/2019,No,strict,1.99,Boston,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,8.7625,8.875,7.75,10.0,9.999999999999998,10.0,8.875,1,1.0,2.0
13514017,Amazing Two Bedroom w/Boston Skyline Vie,66378068,Gabe,4/8/2019,US,within a few hours,0.91,0.96,No,2,Yes,No,Boston,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,295.0,0.0,80.0,1,0,2,14,7/4/2019,8/31/2019,Yes,strict,6.36,Boston,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,9.1,8.875,10.0,8.875,8.5,10.0,8.875,5,0.5,6.0
11592067,2 Bedroom 2 Bathroom w/Parking Spot,37088123,Danielle,6/28/2018,"Providence, Rhode Island, United States",a few days or more,0.2,1.0,No,2,Yes,Yes,Boston,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,240.0,0.0,0.0,1,0,1,4,3/11/2019,7/13/2019,No,flexible,0.66,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,9.2125,10.0,10.0,8.875,8.5,10.0,10.0,4,0.5,2.5
7008455,Cozy studio close to Fenway park,14338710,Veronica,4/14/2017,"Boston, Massachusetts, United States",a few days or more,0.31,0.97,No,2,Yes,Yes,Boston,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,100.0,0.0,13.0,1,0,3,3,8/13/2018,8/31/2018,No,flexible,0.23,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,9.2125,8.875,8.875,8.875,8.5,8.875,8.875,1,1.0,2.0
10427882,Boston Christopher One Bedroom,48494513,Inn Boston,11/7/2018,"Boston, Massachusetts, United States",within a few hours,0.91,0.94,No,11,Yes,No,Boston,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,229.0,0.0,0.0,1,0,2,6,2/5/2019,6/29/2019,No,strict,0.84,Boston,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,9.2125,8.875,10.0,10.0,8.5,8.875,10.0,1,1.0,2.0
12356962,Upscale 1 bedroom Apartment,49420192,Jon,11/18/2018,"Massachusetts, United States",within an hour,1.0,0.4,No,1,Yes,Yes,Boston,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,275.0,0.0,0.0,1,0,1,15,4/17/2019,8/10/2019,No,flexible,3.13,Boston,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,9.55,10.0,10.0,10.0,9.999999999999998,8.875,8.875,3,1.0,4.0
